CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,Sample Name,Whole Exome Sequencing (WES),Copy Number Alterations (CNA),Gene Expression,Methylation,"Drug Response","GDSC Tissue descriptor 1","GDSC Tissue descriptor 2","Cancer Type (matching TCGA label)","Microsatellite  instability Status (MSI)",Screen Medium,Growth Properties,Drug Name,Synonyms,Target,Target Pathway
UM-UC-3,724838,344,344_724838,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.006191394,0.982805509,0.95407465,0.707587814,0.181408647,0.125918938,0.006588806,0.007916962,0.0134350339999999,UM-UC-3,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,THZ-2-49,-,CDK9,Cell cycle
AN3-CA,910781,308,308_910781,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.96015028,0.955372371,0.931139519,0.73222217,0.6732534640000001,0.514337672,0.255919366,0.007843523,0.0066172459999999,AN3-CA,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,WIKI4,"WIKI-4, WIKI 4","TNKS1, TNKS2",WNT signaling
U251,905983,165,165_905983,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.009493908,0.958125797,0.866446356,0.632964337,0.402496095,0.2341755639999999,0.089105515,0.010251659,0.0027865109999999,U251,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,DMOG,Dimethyloxalylglcine,HIF-PH,Metabolism
NCI-H441,908460,200,200_908460,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.035225305,1.103747893,0.80459479,0.7337679029999999,0.4471111929999999,0.260861763,0.138370059,0.054286454,0.042687992,NCI-H441,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Dacinostat,"NVP-LAQ824, LAQ824",HDAC1,Chromatin histone acetylation
KINGS-1,907279,194,194_907279,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.970487474,0.891654609,0.926097779,0.930629539,1.068081944,0.357475667,0.0568559629999999,0.051569907,0.063369245,KINGS-1,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent,Luminespib,"AUY922, VER-52296,NVP-AUY922,  AUY",HSP90,Protein stability and degradation
PCI-4B,1298531,273,273_1298531,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.960595467,0.907005738,0.751911323,0.579125212,0.419042666,0.224402347,0.055621877,0.04037402,0.03322964,PCI-4B,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,CUDC-101,CUDC 101,"HDAC1-10, EGFR, ERBB2",Other
L-363,924239,53,53_924239,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.965704631,0.982231227,0.911210715,0.862583262,0.838537732,0.6948574120000001,0.228122692,0.004848959,0.0058483469999999,L-363,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,CGP-60474,"KIN001-019, CGP60474, CGP 60474","CDK1,CDK2,CDK5,CDK7,CDK9, PKC",Cell cycle
OVMIU,1240200,273,273_1240200,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.042618399,0.922910444,0.900380007,0.8436452179999999,0.63494337,0.320252176,0.0294327179999999,0.014714805,0.007350998,OVMIU,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,CUDC-101,CUDC 101,"HDAC1-10, EGFR, ERBB2",Other
OCI-AML3,1290455,331,331_1290455,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.007170582,0.878994772,0.8349045209999999,0.65601771,0.542420966,0.327246569,0.059313699,0.030064458,0.071403655,OCI-AML3,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,QL-X-138,-,BTK,"Other, kinases"
LU-135,713899,151,151_713899,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.028735014,1.143543265,1.04538657,1.013594709,0.794635965,0.566088898,0.209860882,0.182754923,0.197981543,LU-135,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,QS11,944328-88-5,ARFGAP1,Other
RL,910861,229,229_910861,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.028751343,1.030433195,0.977912202,0.886953367,0.482623604,0.2625519739999999,0.182125852,0.168260976,0.124289296,RL,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Enzastaurin,LY317615,PKCB,"Other, kinases"
Hs-578-T,905957,273,273_905957,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9579136,0.962996376,0.981226364,0.914469057,0.931698905,0.924857383,0.677628116,0.063065993,0.024038247,Hs-578-T,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,CUDC-101,CUDC 101,"HDAC1-10, EGFR, ERBB2",Other
Daudi,906831,190,190_906831,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.008688272,0.918162846,0.660235583,0.404781069,0.2493052389999999,0.150216,0.078801989,0.03096757,0.015344082,Daudi,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Bleomycin,-,dsDNA break induction,DNA replication
RL,910861,276,276_910861,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.958230579,0.827221953,0.557814438,0.445308791,0.3770748779999999,0.159402229,0.081570693,0.057787654,0.047719409,RL,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
RL,910861,308,308_910861,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.953404638,0.918952045,0.8839342590000001,0.671742539,0.5230970189999999,0.386809907,0.301858778,0.00975441,0.009230573,RL,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,WIKI4,"WIKI-4, WIKI 4","TNKS1, TNKS2",WNT signaling
KG-1,907278,257,257_907278,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.95601627,0.922945025,0.87592075,0.735929347,0.532756441,0.311650128,0.1532352669999999,0.089257688,0.06007584,KG-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,NPK76-II-72-1,-,PLK3,Cell cycle
KYSE-140,753573,190,190_753573,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.992323397,1.016197718,0.890728333,0.545531092,0.436328369,0.328977527,0.258689642,0.225259513,0.17978329,KYSE-140,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Bleomycin,-,dsDNA break induction,DNA replication
TE-1,753621,194,194_753621,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9761786,0.979400858,0.940650387,0.8090086479999999,0.0881498409999999,0.102760353,0.110735073,0.04851656,0.085182618,TE-1,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,Luminespib,"AUY922, VER-52296,NVP-AUY922,  AUY",HSP90,Protein stability and degradation
HEL,907053,173,173_907053,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.967100998,0.988688093,0.94831353,0.96288259,0.899578021,0.708145004,0.251117312,0.072149842,0.065979661,HEL,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Semi-Adherent,FH535,-,"PPARgamma, PPARdelta",WNT signaling
SHP-77,724872,136,136_724872,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.983187746,0.976060225,0.91248268,0.7820001679999999,0.723468503,0.356527997,0.114957362,0.030313705,0.011767195,SHP-77,Y,Y,Y,N,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Semi-Adherent,Mitomycin-C,"Mytozytrex, NSC-26980, MMC, Mitosol, Mitozytrex",DNA crosslinker,DNA replication
A388,910697,87,87_910697,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.011184939,0.829041445,1.305050594,0.83972308,0.27291161,0.088040174,0.124856173,0.1248730119999999,0.134185063,A388,Y,Y,Y,Y,Y,skin,skin_other,,MSS/MSI-L,D/F12,Adherent,GW843682X,GW843682X (AN-13),PLK1,Cell cycle
RCC-MF,1524419,276,276_1524419,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.950774241,0.762952015,0.7057472140000001,0.47512873,0.375442545,0.12944636,0.014862964,0.040492465,0.010818676,RCC-MF,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
H2869,1240138,276,276_1240138,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.973787466,0.927164559,0.913507689,0.8653705490000001,0.8914667890000001,0.7244911409999999,0.253276974,0.039203649,0.026098881,H2869,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
NB5,949176,157,157_949176,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.032801284,1.122327964,1.027038562,0.975883601,1.0243617040000002,0.927405497,0.393754945,0.077281722,0.032940581,NB5,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,JNK-9L,"KIN001-204, JNK inhibitor 9l","JNK2, JNK3",JNK and p38 signaling
EW-1,949163,308,308_949163,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.006622994,0.99986329,0.98448661,1.003739335,0.687552643,0.453436534,0.207630663,0.039940705,0.007466075,EW-1,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent,WIKI4,"WIKI-4, WIKI 4","TNKS1, TNKS2",WNT signaling
NB5,949176,104,104_949176,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.981372735,1.001045715,0.982472848,1.03817762,0.811343732,0.434030904,0.032099193,0.018868638,0.0153255339999999,NB5,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Bortezomib,"PS-341, LDP-341, Velcade",Proteasome,Protein stability and degradation
OCI-LY-19,1330984,196,196_1330984,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.993729834,0.985417782,0.832429746,0.542808186,0.141775548,0.009663073,0.006621206,0.006802525,0.003965835,OCI-LY-19,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,D/F12,Suspension,Phenformin,DBI,Biguanide agent,Other
NB5,949176,200,200_949176,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.978617251,0.923198937,1.010886944,0.902680309,0.661213322,0.3188478369999999,0.080258438,0.059444074,0.05890487,NB5,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Dacinostat,"NVP-LAQ824, LAQ824",HDAC1,Chromatin histone acetylation
JHH-7,1240160,308,308_1240160,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.99408067,1.047144536,1.079631903,0.955552592,0.901112597,0.6983346559999999,0.271152071,0.010652689,0.009581459,JHH-7,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,WIKI4,"WIKI-4, WIKI 4","TNKS1, TNKS2",WNT signaling
BC-1,910919,173,173_910919,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.02945427,1.011749631,0.973471872,0.978604571,0.820972151,0.431762814,0.019231789,0.007228843,0.006241334,BC-1,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,FH535,-,"PPARgamma, PPARdelta",WNT signaling
NCI-H650,722066,170,170_722066,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.04037014,1.076609921,1.003900904,0.854523888,0.347595861,0.221459113,0.051312883,0.007739365,0.005086511,NCI-H650,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Shikonin,Anchusin,not defined,Other
KY821,907300,245,245_907300,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.998292609,0.97969673,0.950090134,0.979485832,0.957845242,0.966959925,0.657237809,0.01836025,0.00061513,KY821,Y,Y,Y,Y,Y,leukemia,leukemia,LAML,MSS/MSI-L,R,Suspension,UNC0638,"UNC-0638, UNC 0683",G9a and GLP methyltransferases,Chromatin histone methylation
RKO,909698,172,172_909698,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.99557107,1.082590002,1.157311843,0.573835319,0.5682312939999999,0.934255781,0.110761377,0.035075281,0.014335852,RKO,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,Embelin,"Emberine, Embelic acid",XIAP,Apoptosis regulation
A3-KAW,910935,306,306_910935,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.96184326,0.8274909309999999,0.695534949,0.468698754,0.261520181,0.0494785909999999,0.029312489,0.0147586,0.008232204,A3-KAW,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Fedratinib,"TG101348, TG-101348, SAR302503, SAR-302503",JAK2,"Other, kinases"
LB2241-RCC,753578,173,173_753578,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.032297816,1.051163446,0.89747155,0.7880061540000001,0.665934891,0.335811873,0.078820153,0.1098599419999999,0.076708709,LB2241-RCC,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,FH535,-,"PPARgamma, PPARdelta",WNT signaling
MOLT-13,908146,88,88_908146,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.950215497,0.908316033,0.89374693,0.748830085,0.550937004,0.2435735989999999,0.014840811,-0.005007199,-0.0067087,MOLT-13,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSI-H,R,Suspension,Entinostat,MS-275,"HDAC1, HDAC3",Chromatin histone acetylation
RH-1,971773,208,208_971773,0.128,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.978089819,1.011955715,1.074608426,1.034354122,1.009554903,0.08669949,0.025250625,0.021868392,0.018029845,RH-1,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,Ispinesib Mesylate,SB-715992,KSP,Mitosis
LB2241-RCC,753578,104,104_753578,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.961145065,0.872361058,0.932977712,0.811886074,0.282652927,0.120073502,0.043558037,0.008891616,0.032376806,LB2241-RCC,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Bortezomib,"PS-341, LDP-341, Velcade",Proteasome,Protein stability and degradation
LB2241-RCC,753578,276,276_753578,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.021373527,1.075191728,0.941956009,1.058662224,1.039854695,0.990944928,0.5071818,0.067092561,0.036667214,LB2241-RCC,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
LB2241-RCC,753578,167,167_753578,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.967792824,0.919606386,0.85871989,0.922640114,0.979963059,0.803488765,0.7838931570000001,0.028098413,0.025115704,LB2241-RCC,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,OSU-03012,"AR-12, OSU 03012, OSU03012, PDK1 inhibitor AR-12",PDK1 (PDPK1),"Other, kinases"
PCI-6A,1240206,173,173_1240206,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.015734561,1.0528994390000002,1.009344357,1.05039283,0.935635756,0.688732006,0.335717883,0.198984003,0.192327197,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,FH535,-,"PPARgamma, PPARdelta",WNT signaling
PCI-6A,1240206,167,167_1240206,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.009960015,1.010287084,1.019183897,0.966240024,0.784109583,0.632915976,0.446522651,0.024639992,0.037868402,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,OSU-03012,"AR-12, OSU 03012, OSU03012, PDK1 inhibitor AR-12",PDK1 (PDPK1),"Other, kinases"
PCI-6A,1240206,272,272_1240206,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.986125161,1.037501643,0.7254808229999999,0.326889412,0.062412534,0.021092207,0.024413416,0.019312292,0.019080976,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,AR-42,"HDAC-42, AR 42, AR42",HDAC1,Chromatin histone acetylation
OVTOKO,1298365,245,245_1298365,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.992997019,0.991567688,0.969300278,1.025599693,0.959392911,0.965637375,0.963301984,0.0319798389999999,0.002561906,OVTOKO,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,UNC0638,"UNC-0638, UNC 0683",G9a and GLP methyltransferases,Chromatin histone methylation
SN12C,905979,276,276_905979,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.986324183,0.973633013,0.991801007,0.964465248,1.010606324,0.7994644809999999,0.143024546,0.031161581,0.0178123619999999,SN12C,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
PCI-6A,1240206,235,235_1240206,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.007596452,0.972179324,0.958781792,0.934419608,0.857858748,0.677329726,0.284850808,0.162169142,0.132079117,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,QL-XII-47,-,"BTK, BMX","Other, kinases"
SU-DHL-16,1331034,173,173_1331034,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.983417421,0.965140953,0.983681667,0.975649559,0.989828606,0.192846965,0.016507965,0.0113922289999999,0.01344658,SU-DHL-16,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,FH535,-,"PPARgamma, PPARdelta",WNT signaling
PCI-6A,1240206,328,328_1240206,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.038493818,0.77439464,0.576685177,0.366469969,0.201434627,0.156913101,0.110546067,0.134753517,0.145947979,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,SNX-2112,SNX 2112,HSP90,Protein stability and degradation
PCI-6A,1240206,201,201_1240206,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.020745031,0.922481555,0.059191071,0.0533917879999999,0.032602324,0.0411913079999999,0.0275561239999999,0.039863795,0.030568452,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,Epothilone B,"Patupilone, EpoB, EPO906, GNF-PF-193",Microtubule stabiliser,Mitosis
WIL2-NS,1331049,235,235_1331049,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.015107927,0.885959306,0.647549205,0.259515703,0.098782713,0.005165184,0.0055066509999999,0.010033073,0.005932823,WIL2-NS,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension,QL-XII-47,-,"BTK, BMX","Other, kinases"
SK-MEL-2,905955,173,173_905955,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.003192751,0.8676341559999999,0.83692245,0.743671575,0.125499059,0.059499311,0.086383445,0.066171699,0.035105315,SK-MEL-2,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSI-H,R,Adherent,FH535,-,"PPARgamma, PPARdelta",WNT signaling
PCI-6A,1240206,276,276_1240206,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.961386533,0.951084452,0.548740854,0.18372434,0.0465856559999999,0.0252753729999999,0.024647167,0.022682199,0.021725282,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
MCF7,905946,140,140_905946,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.008903345,1.130681925,0.910182581,1.095942269,0.611805529,0.304971119,0.205141133,0.094908044,0.096525813,MCF7,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Vinorelbine,"vinorelbine tartrate, Navelbine, Exelbine",Microtubule destabiliser,Mitosis
EM-2,906855,170,170_906855,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.959552566,0.991793715,0.96814293,0.874310006,0.483798615,0.041936636,0.007028286,0.003755826,0.008538261,EM-2,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Shikonin,Anchusin,not defined,Other
EMC-BAC-2,1503370,346,346_1503370,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.016199878,0.78527079,0.610300924,0.102315033,0.037721073,0.035793296,0.030883069,0.028413746,0.019430083,EMC-BAC-2,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,THZ-2-102-1,-,CDK7,Cell cycle
EMC-BAC-2,1503370,272,272_1503370,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.02292565,0.990503239,0.933616988,0.767224212,0.545955306,0.298225545,0.1869742939999999,0.148372441,0.103700909,EMC-BAC-2,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,AR-42,"HDAC-42, AR 42, AR42",HDAC1,Chromatin histone acetylation
EMC-BAC-2,1503370,301,301_1503370,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.00565825,0.8823048370000001,0.840415418,0.663832846,0.6802480670000001,0.543458194,0.319550817,0.117641281,0.088439883,EMC-BAC-2,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,PHA-793887,"PHA793887, PHA 793887","CDK2, CDK7, CDK5",Cell cycle
